MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
19.3,1192.7,1.0,0.0,1.0,1.0,59.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,
96.55,1901.65,0.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,
24.1,587.4,1.0,0.0,1.0,1.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,
111.35,6519.75,1.0,0.0,0.0,0.0,59.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,
112.25,8041.65,1.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,
20.75,20.75,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
101.9,2681.15,0.0,0.0,1.0,0.0,27.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,
80.05,1112.3,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,
105.55,7405.5,1.0,0.0,1.0,1.0,71.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,
78.3,1033.95,1.0,0.0,0.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,
68.85,2958.95,1.0,0.0,0.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
79.95,2684.85,0.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,
55.45,4179.2,1.0,0.0,1.0,1.0,72.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,
79.9,79.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
106.6,1934.45,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,
102.45,6654.1,1.0,0.0,1.0,0.0,64.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,
46.0,84.5,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
25.25,25.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
19.75,1124.2,1.0,0.0,0.0,1.0,61.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,
20.0,540.05,0.0,0.0,1.0,1.0,29.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,
86.8,1975.85,1.0,1.0,1.0,0.0,23.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
84.2,5324.5,1.0,0.0,1.0,1.0,65.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,
80.0,624.6,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,
70.15,268.35,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
24.75,1836.9,0.0,0.0,1.0,0.0,71.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,
20.2,20.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
50.05,179.35,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,
19.35,219.35,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
81.15,2545.75,0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,
55.2,55.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,
89.9,2723.15,1.0,0.0,0.0,0.0,30.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,
85.3,4107.25,0.0,0.0,1.0,1.0,47.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,
108.0,5760.65,1.0,0.0,0.0,0.0,54.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,
93.5,4747.5,1.0,0.0,0.0,0.0,50.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,
84.6,84.6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,
20.25,1566.9,0.0,0.0,0.0,0.0,72.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,
25.15,702.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,
54.4,114.1,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
73.15,1305.95,1.0,0.0,1.0,0.0,18.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
95.0,1120.3,0.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
19.75,284.35,1.0,0.0,0.0,0.0,16.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,
86.6,6350.5,0.0,0.0,0.0,0.0,72.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,
109.2,7878.3,1.0,0.0,0.0,0.0,72.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,
74.7,3187.65,0.0,0.0,1.0,1.0,41.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,
54.8,731.3,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,
75.35,273.4,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
65.0,2531.8,1.0,0.0,0.0,0.0,41.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,
74.4,1074.3,1.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
48.55,48.55,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
99.0,4298.45,1.0,0.0,0.0,0.0,42.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,
93.5,4619.55,0.0,0.0,1.0,0.0,51.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,
70.4,147.15,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
83.7,2633.3,1.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,
19.85,193.05,1.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,
59.55,4103.9,0.0,0.0,1.0,1.0,67.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,
115.1,7008.15,0.0,0.0,1.0,1.0,61.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,
114.35,5791.1,1.0,0.0,0.0,0.0,50.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,
44.6,80.55,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
106.9,1364.3,1.0,1.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
89.85,4925.35,1.0,1.0,1.0,0.0,57.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,
113.3,5032.25,0.0,0.0,1.0,0.0,45.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,
88.1,5526.75,0.0,0.0,1.0,1.0,61.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,
24.9,1195.25,1.0,0.0,0.0,0.0,50.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,
105.0,2007.25,0.0,1.0,0.0,0.0,19.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,
19.35,1099.6,1.0,0.0,0.0,0.0,59.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,
24.25,1732.95,0.0,0.0,1.0,0.0,71.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,
94.45,1511.2,0.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,
59.75,3450.15,1.0,0.0,1.0,0.0,57.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,
24.8,24.8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
107.05,2172.05,1.0,1.0,1.0,0.0,20.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,
70.6,70.6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
85.4,401.1,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,
105.05,5624.85,0.0,0.0,1.0,0.0,52.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
64.95,1339.8,1.0,1.0,1.0,0.0,21.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,
50.55,244.75,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55.15,322.9,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
51.2,498.25,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
25.4,25.4,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
54.45,3687.75,0.0,0.0,0.0,0.0,68.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
95.15,1779.95,1.0,0.0,1.0,1.0,18.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,
76.0,1783.6,0.0,0.0,0.0,0.0,22.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
44.35,927.15,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
70.0,70.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
74.5,606.55,1.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
44.85,435.4,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
76.1,1712.7,1.0,1.0,0.0,0.0,24.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
61.2,2021.2,1.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,
89.35,567.8,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
19.7,220.35,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
20.25,20.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
76.05,5436.45,0.0,0.0,1.0,1.0,71.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,
100.8,3437.5,1.0,1.0,1.0,0.0,35.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
74.55,3015.75,1.0,0.0,1.0,1.0,40.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
73.6,73.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
64.9,1509.8,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,
95.45,396.1,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
90.4,356.65,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,
81.85,3141.7,1.0,0.0,0.0,1.0,38.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
24.8,1229.1,1.0,0.0,1.0,1.0,52.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,
74.9,2303.35,1.0,1.0,1.0,0.0,32.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
101.15,3741.85,1.0,1.0,1.0,1.0,38.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,
78.75,3682.45,1.0,0.0,0.0,1.0,48.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,
19.25,19.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
89.05,1886.25,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,
115.05,4895.1,0.0,0.0,0.0,0.0,43.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,
69.35,341.6,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
80.6,415.55,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
110.05,5686.4,1.0,0.0,1.0,1.0,51.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,
19.9,1355.1,1.0,0.0,0.0,0.0,71.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,
80.3,3058.65,0.0,0.0,1.0,1.0,38.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,
93.15,2231.05,1.0,1.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
91.5,3236.35,1.0,0.0,1.0,0.0,35.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,
44.8,44.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
48.6,422.3,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,
102.7,5138.1,0.0,0.0,1.0,0.0,52.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,
82.9,880.05,0.0,1.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,
70.35,139.05,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
82.65,1470.05,0.0,1.0,0.0,0.0,17.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
19.85,739.35,0.0,0.0,1.0,1.0,35.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,
19.2,161.95,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,
94.9,4422.95,1.0,0.0,0.0,0.0,46.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,
73.85,511.25,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
80.6,155.8,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,
75.8,5293.95,1.0,0.0,1.0,1.0,68.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,
104.6,4759.85,0.0,0.0,0.0,0.0,43.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,
88.15,6148.45,0.0,0.0,0.0,0.0,68.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,
94.8,3565.65,0.0,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,
103.4,6603.0,1.0,0.0,1.0,0.0,63.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
54.65,1830.1,0.0,1.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
85.75,6223.8,0.0,0.0,1.0,0.0,71.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,
67.45,4508.65,0.0,0.0,1.0,1.0,66.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,
20.5,1328.15,1.0,0.0,0.0,0.0,63.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,
20.25,865.0,0.0,0.0,0.0,1.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
72.1,72.1,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
90.4,168.2,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
19.45,1303.5,0.0,0.0,1.0,0.0,70.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,
44.95,996.85,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
62.8,2278.75,1.0,0.0,1.0,1.0,37.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,
44.6,681.4,1.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,
89.15,574.35,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
84.8,371.9,1.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,
80.25,846.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,
54.1,889.0,0.0,1.0,0.0,0.0,16.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
105.25,6823.4,1.0,0.0,1.0,0.0,64.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,
97.1,4016.75,1.0,0.0,1.0,1.0,42.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,
20.2,83.75,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
98.8,3959.15,0.0,0.0,0.0,0.0,41.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,
50.3,2878.55,1.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,
20.55,945.7,0.0,0.0,0.0,0.0,47.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,
75.9,1373.05,1.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,
96.5,492.55,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,
59.95,1406.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,
19.15,19.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
98.65,6962.85,1.0,0.0,1.0,0.0,71.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,
112.6,8126.65,1.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,
20.6,690.25,1.0,0.0,1.0,1.0,33.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,
85.65,181.5,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
99.75,5608.4,0.0,0.0,1.0,1.0,56.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,
96.1,3646.8,1.0,0.0,0.0,0.0,37.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,
85.1,3662.25,0.0,0.0,0.0,0.0,43.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,
25.35,25.35,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
104.95,2566.5,0.0,0.0,1.0,0.0,25.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,
89.65,5308.7,0.0,0.0,0.0,0.0,61.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,
86.75,1410.25,1.0,0.0,0.0,0.0,17.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,
86.2,3339.05,0.0,0.0,1.0,0.0,41.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,
50.65,50.65,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
90.85,90.85,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,
108.1,5067.45,1.0,0.0,0.0,0.0,48.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,
19.95,214.75,1.0,1.0,1.0,0.0,11.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
85.45,4874.7,0.0,1.0,1.0,0.0,55.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,
90.4,4063.0,1.0,0.0,0.0,0.0,44.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,
44.0,44.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
95.6,2595.25,0.0,0.0,0.0,0.0,27.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,
84.8,2309.55,1.0,1.0,1.0,0.0,27.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,
44.3,89.3,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
19.9,367.55,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
95.05,3944.5,0.0,1.0,1.0,0.0,42.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
90.05,5965.95,0.0,0.0,0.0,0.0,66.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,
